receipt_id,date,store,name,price,quantity,receipt_category,category,health_score
HIT_20260318_Receipt 18.03.2026 20_00,2026-03-18,HIT,ja! Kokosraspel,1.45,1,Lebensmittel,Sonstiges,5
Lidl_20260319,2026-03-19,Lidl,"Gurken 0,69 x 2",1.38,1,Lidl,Gemüse,9
Lidl_20260319,2026-03-19,Lidl,"Bio Baby Spinat 1,19x 2",2.38,1,Lidl,Gemüse,9
Lidl_20260319,2026-03-19,Lidl,"Paprika Mix,süß",2.69,1,Lidl,Gemüse,9
Lidl_20260319,2026-03-19,Lidl,Saisonstrauß rosa,3.99,1,Lidl,Sonstiges,5
Lidl_20260319,2026-03-19,Lidl,"Datteln,Medjoul",11.99,1,Lidl,Früchte,9
Lidl_20260319,2026-03-19,Lidl,Tomaten Strauch,3.69,1.544 kg,Lidl,Gemüse,9
Lidl_20260319,2026-03-19,Lidl,Saisonstrauß orange,0.0,1,Lidl,Früchte,9
Lidl_20260324,2026-03-24,Lidl,"Knotenbeutel0&G 0,02 x 3",0.0,1,Lidl,Non-Food,0
Lidl_20260324,2026-03-24,Lidl,Knoblauch,0.89,1,Lidl,Gemüse,9
Lidl_20260324,2026-03-24,Lidl,Zuckermais,2.49,1,Lidl,Gemüse,9
Lidl_20260324,2026-03-24,Lidl,Banane lose,0.82,0.638 kg,Lidl,Früchte,9
Lidl_20260324,2026-03-24,Lidl,Kartoffeln Süß,1.59,0.726 kg,Lidl,Gemüse,9
Lidl_20260324,2026-03-24,Lidl,Ingwer Bio,1.83,0.374 kg,Lidl,Gemüse,9
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,ja! Riffelchips,1.39,1,Lebensmittel,Snacks & Chips,3
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,"Pfand 0,25",1.25,5,Getränke,Non-Food,0
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,SP Limone eMenta,1.19,1,Getränke,Sonstiges,5
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Coca Cola Cherry,0.99,1,Getränke,Zuckerhaltige Getränke,3
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Chiquita Bananen,1.29,"0,518 kg",OBST & GEMÜSE,Früchte,9
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,ja! Miwa + Co2,0.3,2,Getränke,Wasser,9
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Mc VD Dark Choco,3.49,1,Lebensmittel,Sonstiges,5
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Walkers Chocolat,1.79,1,Lebensmittel,Zuckerhaltige Getränke,3
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Limetten,1.69,1,OBST & GEMÜSE,Gemüse,9
HIT_20260325_Receipt 25.03.2026 20_59,2026-03-25,HIT,Coca-Cola Light,0.99,1,Getränke,Zuckerhaltige Getränke,3
HIT_20260330_Receipt 30.03.2026 18_29,2026-03-30,HIT,Volvic PET-EW,4.44,1,Getränke,Sonstiges,5
HIT_20260330_Receipt 30.03.2026 18_29,2026-03-30,HIT,Trinkkokosnuss Stüc,10.47,3,OBST & GEMÜSE,Früchte,9
HIT_20260330_Receipt 30.03.2026 18_29,2026-03-30,HIT,Saftorangen NZ,3.49,1,OBST & GEMÜSE,Früchte,9
HIT_20260330_Receipt 30.03.2026 18_29,2026-03-30,HIT,Mini Romarispent,3.49,1,OBST & GEMÜSE,Früchte,9
Lidl_20260330,2026-03-30,Lidl,"Börek Stange 0,75x 2",1.5,1,Lidl,Sonstiges,5
Lidl_20260330,2026-03-30,Lidl,Croissant Butt.,0.0,1,Lidl,Süßigkeiten & Desserts,2
HIT_20260330_Receipt 30.03.2026 18_29,2026-03-30,HIT,"Pfand 0,25",1.5,6,Getränke,Non-Food,0
Lidl_20260330,2026-03-30,Lidl,Zuckermais,2.49,1,Lidl,Gemüse,9
Lidl_20260330,2026-03-30,Lidl,Zwiebeln gelb,1.59,1,Lidl,Gemüse,9
Lidl_20260331,2026-03-31,Lidl,Banane lose,1.26,0.978 kg,Lidl,Früchte,9
Lidl_20260402,2026-04-02,Lidl,Hähn.-Oberkeule,4.21,1,Lidl,Sonstiges,5
Lidl_20260402,2026-04-02,Lidl,Hähnchen-Brustfilet,6.79,1,Lidl,Fleisch & Geflügel,6
Lidl_20260402,2026-04-02,Lidl,White Tiger Garnelen,4.29,1,Lidl,Fisch & Meeresfrüchte,8
Lidl_20260402,2026-04-02,Lidl,Melone Galia,3.35,1.346 kg,Lidl,Früchte,9
Lidl_20260402,2026-04-02,Lidl,Bio Baby Spinat,1.1099999999999999,1,Lidl,Gemüse,9
Lidl_20260402,2026-04-02,Lidl,"Naturjoghurt mild 0,89 x 2",1.78,1,Lidl,Milchprodukte,6
Lidl_20260402,2026-04-02,Lidl,"Biol. Fri.Milch 3,8% 1,35 x 2",2.7,1,Lidl,Milchprodukte,6
Lidl_20260402,2026-04-02,Lidl,Bad Reichenh. Salz,0.75,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260402,2026-04-02,Lidl,Eier Bodenhalt. 18er,4.19,1,Lidl,Eier,8
Lidl_20260402,2026-04-02,Lidl,Bio-Eier OKT 10er,3.99,1,Lidl,Eier,8
Lidl_20260402,2026-04-02,Lidl,Barilla Penne Rigate,0.75,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260402,2026-04-02,Lidl,Snack-Mandeln,2.99,1,Lidl,Hülsenfrüchte & Nüsse,8
Lidl_20260402,2026-04-02,Lidl,Banane lose,1.3,1.006 kg,Lidl,Früchte,9
Lidl_20260402,2026-04-02,Lidl,Tomate kg,3.23,1.080 kg,Lidl,Gemüse,9
HIT_20260402_Receipt 02.04.2026 18_58,2026-04-02,HIT,Oreo Mini Cones,2.49,1,Tiefkühlkost,Süßigkeiten & Desserts,2
HIT_20260402_Receipt 02.04.2026 18_58,2026-04-02,HIT,ja! Eiscreme Für,3.29,1,Tiefkühlkost,Süßigkeiten & Desserts,2
Lidl_20260408,2026-04-08,Lidl,Melone Honig,2.02,1.196 kg,Lidl,Früchte,9
Lidl_20260408,2026-04-08,Lidl,Tomaten Strauch,4.1,1.372 kg,Lidl,Gemüse,9
Lidl_20260408,2026-04-08,Lidl,"Knotenbeutel0&G 0,02 x 2",0.0,1,Lidl,Non-Food,0
Lidl_20260408,2026-04-08,Lidl,Kinderzahnbürste,0.75,1,Lidl,Non-Food,0
Lidl_20260408,2026-04-08,Lidl,Drano Power-Gel,3.75,1,Lidl,Sonstiges,5
Lidl_20260408,2026-04-08,Lidl,Walnusskerne XXL,5.99,1,Lidl,Hülsenfrüchte & Nüsse,8
Lidl_20260408,2026-04-08,Lidl,Hands. Pfeffer,2.39,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260408,2026-04-08,Lidl,Bio Blütenhonig flüs,2.49,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260408,2026-04-08,Lidl,Sonnenblumenö6l raff.,2.19,1,Lidl,Non-Food,0
Lidl_20260408,2026-04-08,Lidl,"Naturjoghurt mild 0,89 x 2",1.78,1,Lidl,Milchprodukte,6
Lidl_20260408,2026-04-08,Lidl,Mango,1.49,1,Lidl,Früchte,9
Lidl_20260408,2026-04-08,Lidl,Banane lose,1.68,1.302 kg,Lidl,Früchte,9
Lidl_20260408,2026-04-08,Lidl,Sonnenblumenöl,1.35,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260409,2026-04-09,Lidl,Dattelcherrytomaten,2.49,1,Lidl,Gemüse,9
Lidl_20260409,2026-04-09,Lidl,Bio-Eier OKT 10er,3.6300000000000003,1,Lidl,Eier,8
Lidl_20260409,2026-04-09,Lidl,Erdbeeren,0.9900000000000001,1,Lidl,Früchte,9
HIT_20260420_Receipt 20.04.2026 18_33,2026-04-20,HIT,ja! Mozzarella g,1.79,1,Lebensmittel,Milchprodukte,6
HIT_20260420_Receipt 20.04.2026 18_33,2026-04-20,HIT,NONG SHIM Instan,3.98,2,Lebensmittel,Sonstiges,5
Lidl_20260420,2026-04-20,Lidl,Kartoffeln Süß,1.74,0.758 kg,Lidl,Gemüse,9
Lidl_20260420,2026-04-20,Lidl,All-in-1 MGR Tabs,5.55,1,Lidl,Non-Food,0
Lidl_20260420,2026-04-20,Lidl,Einzehenknoblauch,2.29,1,Lidl,Gemüse,9
Lidl_20260420,2026-04-20,Lidl,Knoblauch,0.99,1,Lidl,Gemüse,9
Lidl_20260420,2026-04-20,Lidl,Erdbeeren,1.79,1,Lidl,Früchte,9
Lidl_20260420,2026-04-20,Lidl,Bauerngurken,2.99,1,Lidl,Gemüse,9
Lidl_20260420,2026-04-20,Lidl,"Biol. Fri.Milch 3,8%",1.35,1,Lidl,Milchprodukte,6
Lidl_20260420,2026-04-20,Lidl,"Mineralwasser still 0,29 x 6",1.74,1,Lidl,Wasser,9
Lidl_20260420,2026-04-20,Lidl,"Min.wasser Kohlensä. 0,15 x 2",0.3,1,Lidl,Gemüse,9
Lidl_20260420,2026-04-20,Lidl,"Snack-Mandeln 2,99 x 2",5.98,1,Lidl,Hülsenfrüchte & Nüsse,8
HIT_20260420_Receipt 20.04.2026 18_33,2026-04-20,HIT,REWE Oregano ger,1.99,1,Lebensmittel,Sonstiges,5
Lidl_20260420,2026-04-20,Lidl,Dr. BeckmannWaschm.R,2.31,1,Lidl,Sonstiges,5
Lidl_20260424,2026-04-24,Lidl,Kartoffeln Süß,1.27,0.582 kg,Lidl,Gemüse,9
Lidl_20260424,2026-04-24,Lidl,Gurken,0.55,1,Lidl,Gemüse,9
Lidl_20260424,2026-04-24,Lidl,Erdbeeren,1.79,1,Lidl,Früchte,9
Lidl_20260424,2026-04-24,Lidl,Haferflocken kernig,0.69,1,Lidl,Brot & Getreide,6
Lidl_20260429,2026-04-29,Lidl,Bio Sonnenblumenöl,1.25,1,Lidl,Fertiggerichte & Saucen,4
Lidl_20260429,2026-04-29,Lidl,Ingwer Bio,1.01,0.206 kg,Lidl,Gemüse,9
Lidl_20260429,2026-04-29,Lidl,Kartoffeln Süß,0.77,0.386 kg,Lidl,Gemüse,9
Lidl_20260429,2026-04-29,Lidl,Knoblauch,0.99,1,Lidl,Gemüse,9
Lidl_20260429,2026-04-29,Lidl,Zitronen,1.49,1,Lidl,Früchte,9
Lidl_20260429,2026-04-29,Lidl,"Kerrygold Ir. Butter 1,99 x 2",3.98,1,Lidl,Milchprodukte,6
Lidl_20260430,2026-04-30,Lidl,Melone Wasser,6.48,4.352 kg,Lidl,Früchte,9
Lidl_20260430,2026-04-30,Lidl,Perm. Tragetasc,0.99,1,Lidl,Sonstiges,5
Lidl_20260430,2026-04-30,Lidl,Elmex/Aronal Duopack,5.99,1,Lidl,Non-Food,0
Lidl_20260430,2026-04-30,Lidl,Hähnchen-Mini Steaks,7.699999999999998,1,Lidl,Fleisch & Geflügel,6
Lidl_20260430,2026-04-30,Lidl,Zuckermais,1.99,1,Lidl,Gemüse,9
Restaurant_20260502,2026-05-02,Restaurant,Restaurant meal (veggies brilik march26),20.0,1,veggies brilik march26,Restaurant,5
